stars,across_uni_info
4,9.49696184698
4,9.33742810371
5,9.05726059297
2,9.98132194502
5,9.59861111985
4,9.9129310623
4,10.1748357841
2,9.98825365935
2,9.25350291298
3,10.1631524445
1,9.28732405708
4,10.4632923777
3,9.31237528922
5,9.69893568764
1,10.1677506548
3,9.75404128793
5,9.81041856266
5,10.4832861206
5,9.2856080109
3,9.33720464838
5,10.3989048529
4,9.98591871252
4,10.0730841197
4,10.1644880334
4,9.74356012248
5,9.6821360899
2,10.0149438058
4,8.94997400077
5,10.1374797039
3,10.5236606249
3,9.15826372159
1,9.58062041093
1,9.81706310472
4,10.8774456696
5,10.4672234073
5,11.1224469192
4,8.92814910493
5,9.64753922028
4,10.7251770276
5,9.3340323648
3,10.1313011157
5,9.48541309344
4,9.46997632991
3,10.0715416517
5,10.7254947797
5,9.31032153393
4,10.8493521106
2,9.60459184787
5,9.94237613816
4,9.62670255309
5,9.87018880423
4,9.69750939848
2,9.18443016216
2,9.53070074977
5,10.2278805411
5,9.54274777881
4,9.61746317157
5,8.95343596415
3,9.95875465524
3,9.51423451771
1,10.6505358801
3,9.1050218764
4,9.64204096209
4,9.84142277869
5,9.64189573166
5,9.80673318284
4,10.1930814154
4,9.28473967723
3,9.8123861707
5,9.86502219888
4,9.55977785151
5,9.36081694497
4,9.56412861312
2,10.0700242913
4,10.2728518367
5,9.49645422656
5,10.3418330482
4,8.85746494321
5,9.94581276932
4,9.61676046362
5,9.5910553661
3,9.59730944103
4,9.61538919298
1,9.55331376979
3,9.97313016018
4,9.14042963546
5,9.76186989128
3,9.30986749582
3,9.22310047663
4,9.6103875837
1,9.43666182513
2,8.91410304994
5,9.06573525587
5,9.39758690674
4,9.1248732151
3,9.25282794268
5,9.61319701227
1,9.66341293127
4,9.74880863099
4,9.62034458531
2,9.690499257
4,10.8435516745
5,10.3601180979
3,9.64912590928
5,9.43373055987
3,10.1093070583
2,9.25614554416
4,10.5058707024
1,9.41920986759
4,9.50507365755
5,11.1000611098
4,10.3736061135
3,9.56103345456
3,9.93671079683
4,10.5719308801
3,9.63237422114
5,9.7821167106
2,9.55569040274
4,9.07680473333
4,9.67097297005
4,10.7139546967
3,9.666861873
3,9.52291174753
4,9.9470241352
4,9.47501885764
4,9.4424087679
5,9.16251964351
5,10.9109668169
4,9.1674218864
1,10.2282788663
5,9.56738911219
3,9.42382036567
3,9.98890542711
5,9.25783064656
4,9.54786341619
4,9.56841026523
3,9.83698646187
3,9.06162097062
1,10.2217266099
1,10.7504958536
5,9.27928470419
2,8.8508814073
3,10.2818633278
4,9.33943596109
4,9.44575977899
5,9.27770697598
2,9.42503778297
5,9.70255217809
5,10.0211570868
5,9.72728325608
3,10.0371219721
1,9.55256321793
3,9.25851208184
2,9.78246931168
3,9.6776317963
5,9.58030030913
5,9.76018665653
5,10.2170131305
5,9.99642673143
3,9.42161368755
3,9.25744950448
3,10.0367401971
4,10.2918109663
2,10.5237270656
5,8.91580830022
2,9.0566151649
2,9.37414664625
5,9.37760202118
4,10.0358403631
4,9.77656031964
5,9.99980540117
4,9.87453150956
4,10.0817096927
1,9.10190152218
4,10.3227584685
5,9.65909593786
4,9.48391724673
1,9.53255610133
4,9.95341527418
4,10.0747697719
5,9.99425742644
2,9.74339079511
3,10.4738654122
3,9.15355906714
1,9.71976601152
3,9.59965981673
2,9.65318435456
4,9.57832930468
5,9.59611141521
4,9.64391990091
5,9.10967695808
4,8.86654737427
1,10.2075560849
4,9.07860092782
4,9.74726256706
3,9.57734883959
5,10.4503423344
5,9.50497664127
4,9.54164830987
5,9.80145039433
3,8.96352442677
4,9.41922023942
2,10.175868794
5,10.2180462724
4,9.30255848859
3,9.70798604513
4,8.8157306173
4,9.26131060616
4,10.0797959605
4,9.58955683553
5,9.99122646019
1,9.37013922594
5,9.59461307973
4,10.1755712596
3,9.20104952335
3,10.0092179873
4,8.56333105969
5,9.35169495652
5,10.2761791138
3,9.70527011128
3,9.44771815584
2,10.1558448776
4,10.1407555482
4,9.94128370759
3,9.59497915932
3,9.4254168742
1,10.2305971363
5,9.49118387695
2,9.98011942691
4,9.71717291353
5,9.94283165293
3,9.73159638704
4,9.82827721022
3,9.75266725529
3,9.2567898309
2,10.138624638
5,8.9736774352
5,9.88594913951
4,9.24670634993
2,9.63888345745
2,9.68021847068
2,9.18873667313
4,9.3766423191
2,9.90394764187
3,9.56928422149
3,9.35760980119
4,9.23556108545
4,10.0429515306
4,9.79896363453
5,9.04630028157
5,9.82828539566
5,10.568478708
2,9.26641869273
1,10.2124777489
5,9.89916895358
5,9.86142803645
1,9.13057809558
4,9.73244864001
5,10.2942001463
2,9.22180925942
4,9.7359194856
5,9.99430798318
3,9.35684821796
3,9.08911088817
2,9.37974725478
2,10.010735739
5,10.7028255631
3,9.53179375267
4,9.92875035632
4,9.77796849711
4,9.31532591154
3,10.6055776156
4,9.631196946
2,9.49495565226
4,10.9731010208
5,10.4415162515
3,9.38238984365
4,9.95531628805
1,9.47069510483
4,9.2279579332
5,10.4521646337
5,9.56572201328
3,9.72421810966
4,11.5351006016
1,9.56834346057
2,9.5008520619
2,8.96909172114
4,9.62445466564
4,9.8934753137
5,10.5944823404
4,9.58282998621
5,9.64090202762
5,9.43249411847
